sample,SampleID,BioSampleID,StudyID,sample_type,collection_date,lat,lon,SRA accession,NCBI Biosample,GOLD_analysis_projectID,GOLD_sequencing_projectID,sequencing_type,amplicon_target,F_primer,R_primer,id_fixed,sample_input_complete,SampleName,ProjectID,Biosample,JGI_study,JGI_biosample,geo_loc_name,GAZ_id,NOAA_Site,env_canada_site,env_Kenya_site,env_broad_scale,env_local_scale,env_medium,keywords,depth,depth_sediment,depth_at_sampling_location,size_frac_low,size_frac_up,pH,temp,sulfate,sulfide,calcium,potassium,magnesium,silicate,diss_oxygen,conduc,secchi,turbidity,part_microcyst,diss_microcyst,ext_phyco,ext_microcyst,ext_Anatox,chlorophyll,Phosphate,tot_phos,diss_phosp,soluble_react_phosp,ammonium,ammonia,nitrate,Nitrate_Nitrite,nitrite,urea,tot_nit,part_org_nitro,part_org_carb,diss_org_carb,Col_DOM,H2O2,suspend_part_matter,suspend_vol_solid,microcystis_count,planktothrix_count,anabaena_D_count,cylindrospermopsis_count,ice_cover,chlorophyll_fluoresence,samp_collect_device,modified_or_experimental,is_isolate,is_blank_neg_control,is_mock_community_or_pos_control,samp_vol_we_dna_ext,filtration_duration,qPCR_total,qPCR_mcyE,qPCR_sxtA,green_algae,bluegreen,diatoms,crypto,tot_microcyst_lcmsms,attenuation,transmission,par,sky,wave_height,wind_speed,atmospheric_temp,barometric_press,sortchem,phyco_fluoresence,salinity,particulate_cyl,orp,replicate_id,cyano_sonde,total_sonde,amended_site_name,station_description,host,host_disease,bco_dmo_dataset,Notes,date,date_same_year,year,Accession_Number,description,coassembly_samples,notes
samp_2143,samp_2143,bios_2143,set_41,metagenome,2020-07-28T15:45:00Z,41.7622,-83.3312,SRR31514805,SAMN45060215,NA,NA,NA,NA,NA,NA,TRUE,NA,7-28-20 WLE 2,PRJNA1190886,SAMN45060215,NA,NA,Lake Erie,GAZ:00003932,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.62,NA,3,NA,27.0,NA,NA,NA,NA,NA,NA,6.28,306.2,1.3,8.46,2.06,0.16,50.48,NA,NA,28.47,NA,37.76,9.65,5.74,NA,50.34,NA,0.226,NA,NA,NA,0.35,2.13,NA,1.11,NA,7.93,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-109,2020-07-28T15:45:00Z,2000-07-28T15:45:00Z,2020,NA,NA,NA,NA
samp_2144,samp_2144,bios_2144,set_41,metagenome,2020-07-28T12:45:00Z,41.8274,-83.1956,SRR31514759,SAMN45060216,NA,NA,NA,NA,NA,NA,TRUE,NA,7-28-20 WLE 4,PRJNA1190886,SAMN45060216,NA,NA,Lake Erie,GAZ:00003932,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,8.84,NA,3,NA,26.2,NA,NA,NA,NA,NA,NA,6.75,251.2,2.0,3.73,1.02,NA,17.88,NA,NA,16.77,NA,22.83,6.21,5.29,NA,22.69,NA,0.19,NA,NA,NA,0.2,1.3,NA,0.49,NA,4.6,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,1.31,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-110,2020-07-28T12:45:00Z,2000-07-28T12:45:00Z,2020,NA,NA,NA,NA
samp_2145,samp_2145,bios_2145,set_41,metagenome,2020-07-28T12:07:00Z,41.8339,-83.3597,SRR31514748,SAMN45060217,NA,NA,NA,NA,NA,NA,TRUE,NA,7-28-20 WLE 8,PRJNA1190886,SAMN45060217,NA,NA,Lake Erie,GAZ:00003932,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.53,NA,3,NA,26.5,NA,NA,NA,NA,NA,NA,5.89,287.1,2.5,4.21,0.97,0.19,17.63,NA,NA,14.3,NA,24.13,6.23,3.65,NA,3.8,NA,0.085,NA,NA,NA,0.18,1.17,NA,0.84,NA,4.27,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,1.31,13.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-111,2020-07-28T12:07:00Z,2000-07-28T12:07:00Z,2020,NA,NA,NA,NA
samp_2146,samp_2146,bios_2146,set_41,metagenome,2020-07-28T14:23:00Z,41.7036,-83.2553,SRR31514737,SAMN45060218,NA,NA,NA,NA,NA,NA,TRUE,NA,7-28-20 WLE 12,PRJNA1190886,SAMN45060218,NA,NA,Lake Erie,GAZ:00003932,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,6.95,NA,3,NA,26.4,NA,NA,NA,NA,NA,NA,6.01,275.3,1.5,2.87,0.11,NA,6.16,NA,NA,10.81,NA,22.22,5.55,3.73,NA,6.17,NA,0.419,NA,NA,NA,0.11,0.73,NA,0.57,NA,3.9,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.98,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-112,2020-07-28T14:23:00Z,2000-07-28T14:23:00Z,2020,NA,NA,NA,NA
samp_2147,samp_2147,bios_2147,set_41,metagenome,2020-08-10T11:40:00Z,41.7614,-83.3329,SRR31514700,SAMN45060219,NA,NA,NA,NA,NA,NA,TRUE,NA,8-10-20 WLE 2,PRJNA1190886,SAMN45060219,NA,NA,Lake Erie,GAZ:00003932,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.27,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,7.81,288.9,1.0,6.15,0.45,0.23,6.72,NA,NA,20.48,NA,32.71,8.49,3.71,NA,2.95,NA,0.002,NA,NA,NA,0.22,1.67,NA,0.87,NA,8.24,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.33,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-113,2020-08-10T11:40:00Z,2000-08-10T11:40:00Z,2020,NA,NA,NA,NA
samp_2148,samp_2148,bios_2148,set_41,metagenome,2020-08-10T08:44:00Z,41.8257,-83.1983,SRR31514689,SAMN45060220,NA,NA,NA,NA,NA,NA,TRUE,NA,8-10-20 WLE 4,PRJNA1190886,SAMN45060220,NA,NA,Lake Erie,GAZ:00003932,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,8.8,NA,3,NA,24.8,NA,NA,NA,NA,NA,NA,7.27,207.8,3.0,0.915,0.1,0.1,0.42,NA,NA,5.13,NA,12.12,3.27,4.46,NA,9.05,NA,0.166,NA,NA,NA,0.08,0.42,NA,0.17,NA,1.62,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-114,2020-08-10T08:44:00Z,2000-08-10T08:44:00Z,2020,NA,NA,NA,NA
samp_2149,samp_2149,bios_2149,set_41,metagenome,2020-08-10T08:03:00Z,41.8335,-83.3609,SRR31514776,SAMN45060221,NA,NA,NA,NA,NA,NA,TRUE,NA,8-10-20 WLE 8,PRJNA1190886,SAMN45060221,NA,NA,Lake Erie,GAZ:00003932,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.26,NA,3,NA,25.1,NA,NA,NA,NA,NA,NA,7.69,263.8,1.0,5.2,0.55,0.19,3.31,NA,NA,15.67,NA,30.77,6.04,4.9,NA,1.86,NA,0.002,NA,NA,NA,0.25,1.66,NA,0.76,NA,7.38,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-115,2020-08-10T08:03:00Z,2000-08-10T08:03:00Z,2020,NA,NA,NA,NA
samp_2150,samp_2150,bios_2150,set_41,metagenome,2020-08-10T10:20:00Z,41.702,-83.2543,SRR31514775,SAMN45060222,NA,NA,NA,NA,NA,NA,TRUE,NA,8-10-20 WLE 12,PRJNA1190886,SAMN45060222,NA,NA,Lake Erie,GAZ:00003932,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,6.89,NA,3,NA,25.0,NA,NA,NA,NA,NA,NA,8.73,287.5,1.0,6.63,0.73,0.25,7.82,NA,NA,21.39,NA,29.66,7.09,3.64,NA,1.37,NA,0.003,NA,NA,NA,0.3,2.08,NA,0.87,NA,6.73,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.33,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-116,2020-08-10T10:20:00Z,2000-08-10T10:20:00Z,2020,NA,NA,NA,NA
samp_2151,samp_2151,bios_2151,set_41,metagenome,2020-08-24T11:30:00Z,41.7618,-83.331,SRR31514774,SAMN45060223,NA,NA,NA,NA,NA,NA,TRUE,NA,8-24-20 WLE 2,PRJNA1190886,SAMN45060223,NA,NA,Lake Erie,GAZ:00003932,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.44,NA,3,NA,25.4,NA,NA,NA,NA,NA,NA,6.16,280.3,1.0,5.98,0.28,0.19,5.62,NA,NA,12.92,NA,32.86,8.22,4.3,NA,2.62,NA,0.002,NA,NA,NA,0.19,1.42,NA,0.74,NA,7.3,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-117,2020-08-24T11:30:00Z,2000-08-24T11:30:00Z,2020,NA,NA,NA,NA
samp_2152,samp_2152,bios_2152,set_41,metagenome,2020-08-24T08:44:00Z,41.826,-83.1951,SRR31514772,SAMN45060224,NA,NA,NA,NA,NA,NA,TRUE,NA,8-24-20 WLE 4,PRJNA1190886,SAMN45060224,NA,NA,Lake Erie,GAZ:00003932,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,8.63,NA,3,NA,25.0,NA,NA,NA,NA,NA,NA,6.46,229.0,2.0,2.6,0.49,0.1,7.3,NA,NA,12.79,NA,18.19,3.61,3.08,NA,8.63,NA,0.095,NA,NA,NA,0.17,0.98,NA,0.27,NA,2.99,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-118,2020-08-24T08:44:00Z,2000-08-24T08:44:00Z,2020,NA,NA,NA,NA
samp_2153,samp_2153,bios_2153,set_41,metagenome,2020-08-24T08:03:00Z,41.8342,-83.3604,SRR31514771,SAMN45060225,NA,NA,NA,NA,NA,NA,TRUE,NA,8-24-20 WLE 8,PRJNA1190886,SAMN45060225,NA,NA,Lake Erie,GAZ:00003932,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.1,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,6.31,259.9,1.0,11.1,0.24,0.1,76.9,NA,NA,43.53,NA,39.87,6.13,5.11,NA,4.54,NA,0.002,NA,NA,NA,0.45,2.54,NA,0.71,NA,16,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-119,2020-08-24T08:03:00Z,2000-08-24T08:03:00Z,2020,NA,NA,NA,NA
samp_2154,samp_2154,bios_2154,set_41,metagenome,2020-08-24T10:15:00Z,41.7031,-83.2557,SRR31514769,SAMN45060226,NA,NA,NA,NA,NA,NA,TRUE,NA,8-24-20 WLE 12,PRJNA1190886,SAMN45060226,NA,NA,Lake Erie,GAZ:00003932,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,6.82,NA,3,NA,25.1,NA,NA,NA,NA,NA,NA,6.1,264.0,1.5,4.81,0.53,0.1,6.56,NA,NA,11.47,NA,28.81,6.44,4.59,NA,3.25,NA,0.002,NA,NA,NA,0.14,1.19,NA,0.64,NA,5.92,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-120,2020-08-24T10:15:00Z,2000-08-24T10:15:00Z,2020,NA,NA,NA,NA
samp_2155,samp_2155,bios_2155,set_41,metagenome,2020-09-01T15:10:00Z,41.7617,-83.3307,SRR31514768,SAMN45060227,NA,NA,NA,NA,NA,NA,TRUE,NA,9-1-20 WLE 2,PRJNA1190886,SAMN45060227,NA,NA,Lake Erie,GAZ:00003932,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.51,NA,3,NA,24.6,NA,NA,NA,NA,NA,NA,7.38,253.0,1.0,5.19,0.13,0.14,12.39,NA,NA,17.36,NA,28.49,4.79,3.21,NA,2.38,NA,<0.002,NA,NA,NA,0.22,1.39,NA,0.57,NA,6.38,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.33,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-121,2020-09-01T15:10:00Z,2000-09-01T15:10:00Z,2020,NA,NA,NA,NA
samp_2156,samp_2156,bios_2156,set_41,metagenome,2020-09-01T12:40:00Z,41.8259,-83.1933,SRR31514767,SAMN45060228,NA,NA,NA,NA,NA,NA,TRUE,NA,9-1-20 WLE 4,PRJNA1190886,SAMN45060228,NA,NA,Lake Erie,GAZ:00003932,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,8.96,NA,3,NA,24.2,NA,NA,NA,NA,NA,NA,7.29,217.9,2.0,1.62,0.22,NA,1.12,NA,NA,7.08,NA,16.5,3.98,5.03,NA,9.76,NA,0.18,NA,NA,NA,0.07,0.48,NA,0.22,NA,2.72,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-122,2020-09-01T12:40:00Z,2000-09-01T12:40:00Z,2020,NA,NA,NA,NA
samp_2157,samp_2157,bios_2157,set_41,metagenome,2020-09-01T12:03:00Z,41.8331,-83.3606,SRR31514766,SAMN45060229,NA,NA,NA,NA,NA,NA,TRUE,NA,9-1-20 WLE 8,PRJNA1190886,SAMN45060229,NA,NA,Lake Erie,GAZ:00003932,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.18,NA,3,NA,24.3,NA,NA,NA,NA,NA,NA,7.47,255.2,1.0,9.49,0.19,0.17,43.75,NA,NA,18.85,NA,36.74,5.91,5.19,NA,7.04,NA,0.002,NA,NA,NA,0.37,2.02,NA,0.73,NA,9.1,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-123,2020-09-01T12:03:00Z,2000-09-01T12:03:00Z,2020,NA,NA,NA,NA
samp_2158,samp_2158,bios_2158,set_41,metagenome,2020-09-01T14:03:00Z,41.7029,-83.2562,SRR31514765,SAMN45060230,NA,NA,NA,NA,NA,NA,TRUE,NA,9-1-20 WLE 12,PRJNA1190886,SAMN45060230,NA,NA,Lake Erie,GAZ:00003932,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,6.79,NA,3,NA,24.4,NA,NA,NA,NA,NA,NA,7.31,265.6,1.0,5.37,NA,0.14,9.68,NA,NA,17.49,NA,34.77,6.49,4.48,NA,2.97,NA,<0.002,NA,NA,NA,0.28,1.41,NA,0.66,NA,7.06,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunny,0.66,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-124,2020-09-01T14:03:00Z,2000-09-01T14:03:00Z,2020,NA,NA,NA,NA
samp_2159,samp_2159,bios_2159,set_41,metagenome,2020-09-15T16:37:00Z,41.7605,-83.3314,SRR31514764,SAMN45060231,NA,NA,NA,NA,NA,NA,TRUE,NA,9-15-20 WLE 2,PRJNA1190886,SAMN45060231,NA,NA,Lake Erie,GAZ:00003932,WE2,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.37,NA,3,NA,20.9,NA,NA,NA,NA,NA,NA,8.14,261.0,1.3,5.39,0.17,0.19,2.7,NA,NA,17.68,NA,39.26,13.54,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1.5,NA,0.6,NA,7.5,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clear,0.33,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-125,2020-09-15T16:37:00Z,2000-09-15T16:37:00Z,2020,NA,NA,NA,NA
samp_2160,samp_2160,bios_2160,set_41,metagenome,2020-09-15T13:15:00Z,41.8261,-83.1945,SRR31514763,SAMN45060232,NA,NA,NA,NA,NA,NA,TRUE,NA,9-15-20 WLE 4,PRJNA1190886,SAMN45060232,NA,NA,Lake Erie,GAZ:00003932,WE4,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,8.84,NA,3,NA,20.4,NA,NA,NA,NA,NA,NA,8.07,226.0,3.5,1.62,NA,NA,0.35,NA,NA,6.57,NA,13.34,4.18,2.34,NA,9.2,NA,0.273,NA,NA,NA,0.06,0.45,NA,0.19,NA,2.35,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hazy,0.98,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-126,2020-09-15T13:15:00Z,2000-09-15T13:15:00Z,2020,NA,NA,NA,NA
samp_2161,samp_2161,bios_2161,set_41,metagenome,2020-09-15T12:31:00Z,41.834,-83.3589,SRR31514761,SAMN45060233,NA,NA,NA,NA,NA,NA,TRUE,NA,9-15-20 WLE 8,PRJNA1190886,SAMN45060233,NA,NA,Lake Erie,GAZ:00003932,WE8,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,5.27,NA,3,NA,21.0,NA,NA,NA,NA,NA,NA,9.38,265.0,1.5,5.86,0.37,0.16,3.85,NA,NA,26.78,NA,35.54,7.46,5.38,NA,3.22,NA,0.003,NA,NA,NA,0.26,1.76,NA,0.66,NA,8.06,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clear,0.98,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-127,2020-09-15T12:31:00Z,2000-09-15T12:31:00Z,2020,NA,NA,NA,NA
samp_2162,samp_2162,bios_2162,set_41,metagenome,2020-09-15T15:03:00Z,41.7017,-83.2538,SRR31514760,SAMN45060234,NA,NA,NA,NA,NA,NA,TRUE,NA,9-15-20 WLE 12,PRJNA1190886,SAMN45060234,NA,NA,Lake Erie,GAZ:00003932,WE12,NA,NA,Eutrophic Lake [ENVO:01000548],Lake [ENVO:00000020],water [ENVO:00002006],HABs,1.0,NA,6.75,NA,3,NA,20.9,NA,NA,NA,NA,NA,NA,8.11,281.2,0.8,7.46,0.33,0.13,2.43,NA,NA,25.42,NA,42.58,9.59,NA,NA,NA,NA,NA,NA,NA,NA,0.24,1.98,NA,0.76,NA,12.18,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clear,0.66,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7222-SRC-128,2020-09-15T15:03:00Z,2000-09-15T15:03:00Z,2020,NA,NA,NA,NA
samp_4334,samp_4334,bios_4334,set_41,metagenome,2019-09-24T12:33:00,41.7626,-83.328,SRR31514746,SAMN45060235,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-3,PRJNA1190886,SAMN45060235,NA,NA,Lake Erie,GAZ:00003931,WE2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],NA,0.75,NA,5.81,NA,3,NA,22.4,NA,NA,NA,NA,NA,NA,6,275.6,1.0,8.36,0.1,0.21,4.62,NA,NA,10.8,NA,44.61,23.05,15.28,NA,40.17,NA,0.127,NA,NA,NA,0.07,0.4,NA,1.0,NA,8.36,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,37.8,717.85,NA,0.39,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24T12:33:00Z,2000-09-24T12:33:00Z,2019,NA,NA,NA,NA
samp_4335,samp_4335,bios_4335,set_41,metagenome,2019-09-24T9:04:00,41.8262,-83.1936,SRR31514708,SAMN45060236,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-4,PRJNA1190886,SAMN45060236,NA,NA,Lake Erie,GAZ:00003931,WE4,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],NA,0.75,NA,8.96,NA,3,NA,21.5,NA,NA,NA,NA,NA,NA,6.4,237.3,3.25,2.03,0.1,0.1,0.62,NA,NA,4.74,NA,11.18,1.73,1.62,NA,12.08,NA,0.278,NA,NA,NA,0.07,0.39,NA,0.25,NA,3.31,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,73.3,99.6,sunny,0.59,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24T09:04:00Z,2000-09-24T09:04:00Z,2019,NA,NA,NA,NA
samp_4336,samp_4336,bios_4336,set_41,metagenome,2019-09-24T8:17:00,41.8342,-83.3605,SRR31514696,SAMN45060237,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-5,PRJNA1190886,SAMN45060237,NA,NA,Lake Erie,GAZ:00003931,WE8,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],NA,0.75,NA,5.2,NA,3,NA,21.7,NA,NA,NA,NA,NA,NA,5.9,296.3,1.5,6.17,0.1,0.1,4.41,NA,NA,12.34,NA,57.84,30.54,19.95,NA,109.11,NA,0.322,NA,NA,NA,0.19,0.79,NA,1.36,NA,6.2,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,53.7,34.76,cloudy,0.49,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24T08:17:00Z,2000-09-24T08:17:00Z,2019,NA,NA,NA,NA
samp_4337,samp_4337,bios_4337,set_41,metagenome,2019-09-24T10:56:00,41.7029,-83.2551,SRR31514686,SAMN45060238,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-6,PRJNA1190886,SAMN45060238,NA,NA,Lake Erie,GAZ:00003931,WE12,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],NA,0.75,NA,6.78,NA,3,NA,21.6,NA,NA,NA,NA,NA,NA,6,263.6,1.25,6.3,0.1,0.1,2.88,NA,NA,13.46,NA,42.63,18.62,12.8,NA,18.24,NA,0.065,NA,NA,NA,0.17,0.74,NA,0.95,NA,7.8,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,40.6,102.77,NA,0.36,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24T10:56:00Z,2000-09-24T10:56:00Z,2019,NA,NA,NA,NA
samp_4338,samp_4338,bios_4338,set_41,metagenome,2020-09-09T11:09:00,41.7628,-83.3297,SRR31514782,SAMN45060239,NA,NA,NA,NA,NA,NA,TRUE,NA,8761-SRC-7,PRJNA1190886,SAMN45060239,NA,NA,Lake Erie,GAZ:00003931,WE2,NA,NA,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],NA,0.75,NA,5.71,NA,3,NA,22.4,NA,NA,NA,NA,NA,NA,7.58,243.8,1.5,4.88,0.21,0.19,9.28,NA,NA,22.62,NA,31.21,8.17,11.26,NA,8.02,NA,0.009,NA,NA,NA,0.2,1.19,NA,0.49,NA,7.48,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cloudy,1.64,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-09T11:09:00Z,2000-09-09T11:09:00Z,2020,NA,NA,NA,NA
